Seasons,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,IBB,HBP,SH,SF,GIDP
8,190,13,1,1,0,0,0,0.0,0.0,0,6.0,0.0,1.0,0.0,0.0,0.0
10,527,1076,141,256,51,3,17,113.0,24.0,190,195.0,14.0,5.0,15.0,8.0,17.0
12,333,620,37,68,3,0,1,28.0,0.0,38,215.0,0.0,0.0,63.0,0.0,7.0
2,22,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
4,37,66,7,14,1,0,0,6.0,0.0,6,5.0,0.0,1.0,1.0,0.0,0.0
10,599,1949,192,556,96,23,19,245.0,4.0,99,143.0,0.0,12.0,46.0,0.0,13.0
1,16,45,7,11,4,1,0,5.0,0.0,4,6.0,0.0,0.0,2.0,0.0,0.0
1,2,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
14,1482,5149,755,1375,256,75,42,609.0,82.0,649,416.0,0.0,21.0,100.0,0.0,2.0
2,13,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
3,30,29,5,6,0,0,1,4.0,0.0,0,3.0,0.0,0.0,0.0,1.0,1.0
1,35,110,18,19,3,3,0,7.0,2.0,14,0.0,0.0,0.0,0.0,0.0,0.0
11,221,53,4,11,3,0,0,1.0,0.0,0,21.0,0.0,0.0,10.0,0.0,0.0
2,47,215,41,60,8,1,1,31.0,2.0,1,6.0,0.0,0.0,0.0,0.0,2.0
1,5,8,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
3,117,186,24,48,7,3,4,18.0,0.0,23,44.0,0.0,3.0,0.0,0.0,3.0
2,73,225,28,41,8,3,10,25.0,1.0,24,97.0,0.0,1.0,5.0,0.0,3.0
4,152,597,82,140,17,12,3,90.0,20.0,48,35.0,0.0,2.0,11.0,0.0,0.0
1,19,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,14,12,0,0,0,0,0,0.0,0.0,1,4.0,0.0,0.0,1.0,0.0,0.0
22,763,66,5,9,1,1,0,4.0,1.0,4,25.0,0.0,0.0,5.0,0.0,1.0
3,79,12,0,2,0,0,0,0.0,0.0,0,8.0,0.0,0.0,3.0,0.0,1.0
3,28,7,1,0,0,0,0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0
2,12,16,2,4,2,0,0,0.0,0.0,0,6.0,0.0,0.0,2.0,0.0,0.0
1,23,37,3,7,1,1,0,5.0,0.0,6,6.0,0.0,0.0,0.0,0.0,3.0
13,406,881,47,122,8,2,0,39.0,1.0,61,268.0,0.0,1.0,101.0,1.0,10.0
6,319,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,84,134,13,30,4,1,1,5.0,1.0,1,22.0,0.0,0.0,6.0,0.0,0.0
2,33,43,0,3,0,0,0,0.0,0.0,1,27.0,0.0,0.0,2.0,0.0,0.0
3,126,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,43,91,5,15,1,2,0,11.0,2.0,9,23.0,0.0,1.0,8.0,0.0,0.0
9,79,20,1,2,0,0,0,0.0,0.0,2,7.0,0.0,0.0,3.0,0.0,0.0
3,99,114,17,25,4,0,2,12.0,0.0,17,24.0,1.0,0.0,1.0,1.0,2.0
12,154,300,29,54,10,0,3,24.0,3.0,19,64.0,0.0,2.0,11.0,0.0,5.0
3,93,146,11,23,4,0,0,5.0,0.0,16,31.0,3.0,5.0,6.0,1.0,4.0
4,269,868,81,197,19,3,3,92.0,27.0,72,62.0,0.0,11.0,32.0,0.0,0.0
4,46,67,3,9,2,1,0,7.0,0.0,4,20.0,0.0,0.0,1.0,0.0,4.0
3,54,72,5,18,3,2,1,11.0,1.0,4,9.0,0.0,0.0,1.0,1.0,1.0
2,27,11,0,0,0,0,0,0.0,0.0,2,4.0,0.0,0.0,3.0,0.0,0.0
3,6,6,0,0,0,0,0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
1,7,9,4,3,0,0,0,2.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0
2,83,169,25,48,9,5,3,28.0,1.0,14,25.0,0.0,1.0,6.0,0.0,0.0
3,76,184,14,39,7,3,0,11.0,2.0,22,45.0,0.0,0.0,2.0,1.0,8.0
18,1822,6309,713,1660,254,25,54,593.0,74.0,396,489.0,30.0,20.0,87.0,59.0,181.0
3,197,683,95,169,39,3,13,62.0,14.0,83,194.0,1.0,1.0,1.0,5.0,11.0
1,61,168,26,35,14,0,6,15.0,2.0,15,50.0,0.0,1.0,0.0,0.0,2.0
17,525,59,1,7,1,0,0,3.0,0.0,0,32.0,0.0,0.0,6.0,0.0,0.0
3,157,41,0,3,1,0,0,1.0,0.0,2,22.0,0.0,0.0,4.0,0.0,0.0
8,815,2348,275,623,120,8,33,233.0,37.0,168,326.0,15.0,28.0,14.0,16.0,74.0
10,522,1764,225,470,67,13,4,122.0,32.0,152,100.0,0.0,8.0,35.0,0.0,36.0
15,217,84,3,6,0,0,0,1.0,0.0,3,36.0,0.0,0.0,6.0,0.0,1.0
21,2038,7398,1211,2077,517,43,316,1287.0,118.0,899,1410.0,57.0,127.0,1.0,93.0,150.0
10,1175,4827,942,1394,257,67,69,497.0,44.0,526,335.0,0.0,10.0,42.0,0.0,14.0
1,8,13,0,1,0,0,0,2.0,0.0,1,4.0,0.0,0.0,0.0,2.0,0.0
1,1,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,31,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
17,2275,9294,1421,2455,511,115,231,936.0,470.0,813,1264.0,52.0,38.0,42.0,53.0,136.0
1,5,15,0,3,0,0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
3,184,355,36,89,13,2,0,28.0,5.0,27,23.0,0.0,4.0,15.0,0.0,0.0
12,1002,3303,419,887,125,20,77,399.0,17.0,266,410.0,23.0,39.0,45.0,22.0,80.0
5,266,819,103,203,42,2,9,73.0,27.0,42,184.0,1.0,10.0,7.0,5.0,15.0
2,27,36,4,6,3,0,0,4.0,0.0,3,14.0,0.0,0.0,0.0,0.0,1.0
2,24,35,2,5,0,0,1,1.0,0.0,2,9.0,0.0,0.0,0.0,0.0,1.0
8,129,191,26,39,6,1,2,12.0,8.0,13,53.0,0.0,1.0,3.0,1.0,2.0
1,3,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,905,2767,355,706,112,10,129,417.0,7.0,414,485.0,27.0,29.0,13.0,33.0,69.0
3,14,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,94,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,82,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,88,64,1,3,2,0,0,2.0,0.0,1,41.0,0.0,0.0,9.0,0.0,1.0
1,7,3,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,10,2,0,0,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
2,144,280,27,67,14,4,2,30.0,6.0,14,43.0,1.0,2.0,2.0,1.0,10.0
1,7,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
17,730,1912,218,473,79,1,8,155.0,9.0,140,159.0,4.0,5.0,36.0,18.0,52.0
10,137,2,1,1,1,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2,26,3,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
20,680,4,1,1,1,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,5,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,23,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,42,77,12,16,2,0,2,5.0,1.0,6,25.0,0.0,2.0,0.0,0.0,3.0
2,12,18,3,2,0,0,0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0
2,20,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,129,21,1,2,0,0,0,2.0,0.0,0,11.0,0.0,0.0,0.0,0.0,0.0
1,3,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,94,215,26,42,8,2,4,17.0,0.0,8,58.0,0.0,6.0,2.0,2.0,5.0
11,613,1262,157,294,41,5,11,86.0,40.0,86,312.0,1.0,13.0,26.0,4.0,26.0
10,434,1223,131,291,61,1,28,157.0,4.0,65,320.0,1.0,5.0,8.0,12.0,45.0
7,331,630,89,158,30,1,5,55.0,11.0,49,124.0,1.0,3.0,6.0,5.0,24.0
13,507,826,80,164,23,6,1,59.0,1.0,62,102.0,0.0,0.0,70.0,0.0,0.0
6,352,37,4,10,2,0,1,5.0,0.0,2,10.0,0.0,0.0,9.0,0.0,0.0
3,49,26,7,6,0,2,1,1.0,0.0,0,7.0,0.0,0.0,1.0,0.0,0.0
18,798,7,0,0,0,0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
12,335,121,7,18,1,0,1,4.0,0.0,3,24.0,0.0,1.0,17.0,1.0,0.0
1,6,12,0,1,0,0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
3,99,272,28,56,7,3,1,37.0,9.0,36,37.0,0.0,3.0,9.0,0.0,0.0
1,2,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,158,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,23,14,1,4,0,0,0,1.0,0.0,0,4.0,0.0,0.0,2.0,0.0,1.0
8,444,3,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
5,13,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,169,348,39,75,12,0,12,33.0,4.0,27,89.0,0.0,2.0,1.0,2.0,9.0
2,48,2,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
5,48,90,17,24,8,0,0,6.0,7.0,14,23.0,2.0,0.0,0.0,1.0,2.0
21,857,2151,190,463,69,13,43,210.0,11.0,184,504.0,18.0,23.0,40.0,6.0,68.0
2,65,208,29,44,12,0,10,21.0,0.0,15,75.0,0.0,11.0,0.0,0.0,1.0
13,337,606,54,122,17,4,7,56.0,3.0,21,229.0,0.0,3.0,32.0,5.0,14.0
1,5,16,1,2,0,0,0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0
5,170,406,45,103,18,6,9,42.0,12.0,14,130.0,1.0,3.0,0.0,3.0,4.0
1,12,35,1,7,0,1,1,8.0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0
1,4,5,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
17,632,1086,86,196,46,7,11,93.0,1.0,44,329.0,0.0,7.0,54.0,0.0,9.0
5,35,62,4,11,1,0,0,4.0,0.0,1,23.0,0.0,0.0,4.0,0.0,1.0
4,65,139,14,19,4,1,2,12.0,4.0,10,40.0,0.0,2.0,2.0,1.0,5.0
3,56,30,0,2,0,0,0,1.0,0.0,2,16.0,0.0,0.0,5.0,0.0,0.0
1,39,89,8,15,1,0,3,7.0,0.0,6,29.0,0.0,1.0,2.0,0.0,2.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,31,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,126,9,0,1,0,0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,1.0
2,11,28,1,5,1,0,0,3.0,0.0,1,4.0,0.0,1.0,0.0,2.0,2.0
15,653,1621,186,367,69,6,48,179.0,17.0,135,451.0,5.0,20.0,13.0,17.0,32.0
3,76,5,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2,23,41,3,7,2,0,0,2.0,0.0,2,6.0,0.0,0.0,1.0,0.0,3.0
5,544,2028,264,551,88,26,43,205.0,63.0,98,446.0,6.0,11.0,5.0,10.0,42.0
13,988,3198,335,836,147,15,18,367.0,17.0,315,161.0,0.0,10.0,48.0,0.0,97.0
9,808,3040,442,836,153,25,133,450.0,50.0,159,600.0,15.0,3.0,12.0,28.0,40.0
2,40,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
3,114,231,31,50,6,1,1,18.0,8.0,36,43.0,4.0,1.0,3.0,2.0,3.0
1,4,3,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
6,69,2,1,1,0,0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,81,85,8,20,3,0,2,8.0,0.0,6,16.0,0.0,1.0,0.0,2.0,2.0
4,53,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,9,7,3,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
5,447,1512,204,413,83,3,71,241.0,11.0,73,354.0,9.0,3.0,1.0,12.0,43.0
14,1585,4847,512,1206,190,44,104,548.0,67.0,547,677.0,110.0,36.0,44.0,53.0,76.0
4,73,200,24,49,11,3,5,23.0,1.0,15,33.0,1.0,3.0,3.0,2.0,5.0
9,68,27,1,1,0,0,0,0.0,0.0,1,11.0,0.0,0.0,4.0,0.0,1.0
2,6,10,1,3,0,0,0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
1,3,7,1,0,0,0,0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
3,19,10,1,2,0,0,1,1.0,0.0,1,3.0,0.0,0.0,1.0,0.0,0.0
5,68,114,8,25,7,1,2,10.0,1.0,12,31.0,1.0,2.0,1.0,0.0,2.0
9,422,873,114,206,31,3,10,76.0,5.0,108,145.0,12.0,1.0,22.0,10.0,15.0
14,681,2761,443,726,120,49,17,222.0,19.0,133,68.0,0.0,62.0,0.0,0.0,0.0
3,27,54,3,11,2,0,1,2.0,0.0,3,12.0,0.0,0.0,0.0,0.0,3.0
10,1044,3725,603,1063,165,20,192,717.0,39.0,587,385.0,9.0,27.0,9.0,26.0,121.0
3,57,3,0,1,0,0,0,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
8,551,1916,310,557,71,34,22,197.0,12.0,218,166.0,0.0,4.0,25.0,0.0,22.0
1,9,5,1,0,0,0,0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0
12,579,1483,240,390,75,25,22,189.0,13.0,251,195.0,0.0,1.0,30.0,0.0,11.0
1,3,4,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
3,42,57,8,17,4,0,2,7.0,2.0,2,12.0,0.0,0.0,0.0,0.0,1.0
2,123,357,40,95,17,5,4,42.0,5.0,26,21.0,0.0,2.0,7.0,0.0,0.0
4,87,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
12,373,4,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
2,42,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
26,3562,14053,2165,4256,746,135,160,1314.0,198.0,1566,1143.0,167.0,107.0,56.0,79.0,247.0
1,11,14,2,2,0,0,0,0.0,0.0,2,9.0,0.0,0.0,0.0,0.0,0.0
1,32,113,13,27,3,4,0,16.0,2.0,10,19.0,0.0,1.0,8.0,0.0,0.0
5,45,43,1,4,0,0,0,1.0,0.0,2,14.0,0.0,0.0,2.0,0.0,1.0
2,4,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,37,49,1,4,3,0,0,2.0,0.0,4,19.0,0.0,0.0,0.0,0.0,1.0
3,20,12,0,1,1,0,0,2.0,0.0,1,2.0,0.0,0.0,0.0,0.0,1.0
3,64,50,3,8,2,0,0,1.0,0.0,5,18.0,0.0,0.0,2.0,0.0,0.0
12,237,448,24,69,11,0,3,27.0,0.0,20,141.0,0.0,2.0,30.0,0.0,8.0
6,413,1309,156,316,53,21,34,170.0,6.0,124,281.0,0.0,5.0,4.0,0.0,21.0
1,4,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
19,1073,3453,449,904,211,13,132,508.0,33.0,282,800.0,18.0,40.0,4.0,27.0,77.0
14,120,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
19,883,2280,254,521,116,5,106,314.0,3.0,287,735.0,30.0,17.0,32.0,27.0,49.0
9,498,1488,129,390,63,4,12,162.0,10.0,166,70.0,0.0,5.0,22.0,0.0,32.0
1,9,10,1,2,0,0,0,1.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
1,2,8,1,0,0,0,0,0.0,0.0,0,3.0,0.0,1.0,0.0,0.0,0.0
12,283,61,2,7,1,0,0,4.0,0.0,1,22.0,0.0,0.0,10.0,0.0,1.0
1,1,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,55,145,14,32,0,1,1,6.0,1.0,20,20.0,0.0,1.0,0.0,0.0,3.0
6,113,157,7,29,4,0,0,5.0,0.0,6,69.0,0.0,2.0,10.0,0.0,4.0
6,27,2,0,0,0,0,0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
7,511,1848,175,523,80,26,3,238.0,49.0,90,165.0,0.0,4.0,77.0,0.0,0.0
1,3,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,14,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
6,266,3,1,0,0,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
12,209,190,14,38,2,1,2,13.0,1.0,6,78.0,0.0,2.0,16.0,3.0,2.0
4,147,317,43,67,18,1,4,28.0,0.0,35,45.0,1.0,2.0,10.0,1.0,6.0
3,35,15,0,0,0,0,0,0.0,0.0,1,7.0,0.0,0.0,2.0,0.0,0.0
12,811,2831,427,804,138,73,30,422.0,189.0,335,389.0,0.0,35.0,83.0,0.0,0.0
1,10,21,1,2,0,0,0,3.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0
1,4,10,0,2,0,0,0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,1.0
1,35,115,20,36,3,1,2,18.0,3.0,5,10.0,0.0,2.0,1.0,0.0,0.0
6,282,783,83,196,32,8,1,75.0,19.0,36,97.0,0.0,7.0,14.0,0.0,0.0
1,7,16,2,2,0,0,0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0
3,23,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
13,1014,3350,498,924,162,35,28,327.0,75.0,299,312.0,0.0,6.0,64.0,0.0,12.0
2,7,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,62,97,14,16,4,0,3,11.0,5.0,10,24.0,1.0,0.0,2.0,1.0,0.0
1,8,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,49,91,9,15,4,0,0,6.0,2.0,8,24.0,1.0,1.0,1.0,1.0,1.0
20,1967,7363,1099,2376,339,182,68,981.0,268.0,484,260.0,0.0,53.0,256.0,0.0,0.0
1,1,4,1,1,0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0
11,1358,4374,613,1193,267,18,136,536.0,67.0,261,914.0,23.0,126.0,31.0,25.0,114.0
1,18,65,7,25,1,1,0,11.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0
9,119,199,9,30,1,2,0,13.0,2.0,24,76.0,0.0,1.0,6.0,0.0,0.0
5,78,157,14,34,6,2,1,16.0,3.0,14,35.0,0.0,1.0,1.0,1.0,4.0
7,347,1458,223,383,77,32,8,90.0,4.0,42,91.0,0.0,1.0,0.0,0.0,0.0
1,26,13,0,3,0,0,0,1.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
1,17,36,2,5,1,0,0,3.0,0.0,2,8.0,0.0,0.0,0.0,0.0,0.0
12,1044,4386,764,1256,202,88,28,644.0,59.0,224,177.0,0.0,16.0,0.0,0.0,0.0
3,26,6,0,1,0,0,0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
6,574,1901,200,523,95,26,19,217.0,37.0,113,105.0,0.0,2.0,27.0,0.0,23.0
3,20,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,136,538,68,130,18,5,1,65.0,0.0,31,18.0,0.0,1.0,0.0,0.0,0.0
17,491,909,116,239,36,9,18,153.0,3.0,86,157.0,0.0,2.0,25.0,0.0,12.0
1,5,6,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2,28,1,0,1,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,98,230,22,49,8,0,9,26.0,0.0,22,71.0,1.0,0.0,1.0,1.0,5.0
5,121,5,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
2,8,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,12,1,3,0,0,0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0
1,8,7,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,89,164,14,41,10,0,4,21.0,0.0,4,41.0,0.0,0.0,0.0,1.0,3.0
1,3,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,56,53,3,14,0,0,0,5.0,0.0,7,10.0,0.0,0.0,1.0,0.0,0.0
1,19,18,1,3,0,0,0,0.0,0.0,2,4.0,0.0,0.0,1.0,0.0,1.0
18,1428,4208,552,1049,165,33,40,352.0,189.0,411,534.0,20.0,11.0,69.0,33.0,90.0
1,4,4,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
5,33,12,0,1,0,0,0,0.0,0.0,1,8.0,0.0,0.0,1.0,0.0,0.0
10,248,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,205,455,22,99,15,1,4,38.0,1.0,32,83.0,5.0,4.0,6.0,4.0,9.0
2,33,52,4,12,3,1,0,5.0,1.0,0,9.0,0.0,0.0,0.0,0.0,0.0
5,279,696,95,164,29,2,23,67.0,15.0,45,231.0,2.0,8.0,3.0,3.0,21.0
4,253,747,94,186,31,12,8,79.0,8.0,77,95.0,0.0,2.0,11.0,0.0,15.0
2,21,24,3,3,0,0,0,0.0,0.0,1,8.0,0.0,1.0,0.0,0.0,0.0
2,10,11,1,1,0,0,0,0.0,0.0,1,5.0,0.0,0.0,1.0,0.0,1.0
2,75,145,23,30,8,2,0,19.0,2.0,21,18.0,0.0,1.0,9.0,0.0,3.0
4,41,4,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
9,208,26,2,5,1,0,0,0.0,0.0,1,11.0,0.0,0.0,1.0,0.0,0.0
6,705,2617,354,711,105,39,21,214.0,35.0,109,248.0,0.0,4.0,39.0,0.0,20.0
1,20,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
10,336,805,44,157,10,6,1,44.0,2.0,22,117.0,0.0,0.0,31.0,0.0,0.0
1,1,4,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,1547,5556,684,1468,287,39,179,810.0,25.0,369,870.0,59.0,35.0,65.0,51.0,129.0
13,284,698,46,131,14,6,2,56.0,9.0,53,115.0,0.0,3.0,30.0,0.0,0.0
10,124,120,8,20,5,1,1,6.0,0.0,7,35.0,0.0,1.0,6.0,1.0,3.0
2,3,4,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,7,0,0,0,0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0
11,328,743,55,158,23,2,6,64.0,2.0,52,121.0,7.0,4.0,11.0,2.0,27.0
3,77,20,0,3,0,0,0,0.0,0.0,1,11.0,0.0,0.0,3.0,0.0,0.0
21,1468,4514,494,1242,187,29,4,534.0,61.0,606,238.0,0.0,29.0,143.0,0.0,0.0
15,349,622,44,95,9,0,0,40.0,1.0,27,105.0,0.0,0.0,86.0,5.0,9.0
15,488,969,83,250,30,12,7,111.0,3.0,77,129.0,0.0,2.0,22.0,0.0,0.0
7,443,1086,143,272,54,3,56,157.0,4.0,127,339.0,4.0,19.0,1.0,12.0,28.0
2,22,26,2,2,0,0,0,2.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0
5,30,6,0,0,0,0,0,0.0,0.0,1,6.0,0.0,0.0,1.0,0.0,0.0
12,469,295,13,24,4,0,0,7.0,0.0,23,143.0,0.0,0.0,23.0,0.0,5.0
4,24,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,139,17,1,3,0,0,0,0.0,1.0,0,5.0,0.0,0.0,0.0,0.0,2.0
24,882,1937,207,521,98,13,36,273.0,1.0,97,266.0,0.0,6.0,43.0,0.0,13.0
13,483,1340,164,343,72,4,53,163.0,40.0,114,394.0,1.0,12.0,4.0,7.0,23.0
13,327,182,12,27,5,0,0,9.0,0.0,22,96.0,0.0,1.0,20.0,0.0,3.0
14,1137,3539,405,935,223,7,71,415.0,25.0,403,499.0,62.0,78.0,27.0,22.0,106.0
8,565,1150,133,276,37,10,2,69.0,34.0,58,164.0,5.0,7.0,33.0,7.0,19.0
2,43,72,6,21,5,1,0,4.0,0.0,5,11.0,1.0,0.0,0.0,0.0,1.0
5,111,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,31,96,11,26,3,0,4,16.0,0.0,6,12.0,0.0,2.0,0.0,0.0,3.0
3,68,217,41,59,11,0,12,25.0,2.0,16,67.0,1.0,4.0,0.0,1.0,7.0
8,315,849,95,180,33,3,28,109.0,5.0,90,220.0,2.0,3.0,3.0,8.0,23.0
2,51,151,7,32,3,0,0,11.0,1.0,14,26.0,0.0,1.0,3.0,0.0,5.0
3,33,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,139,171,15,43,7,4,1,32.0,4.0,14,28.0,0.0,1.0,5.0,0.0,0.0
2,9,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,183,345,43,80,13,1,4,26.0,5.0,54,75.0,0.0,0.0,10.0,2.0,12.0
14,1799,6373,876,1854,282,64,49,630.0,37.0,844,627.0,28.0,28.0,49.0,34.0,174.0
2,40,46,4,8,2,0,0,0.0,0.0,3,6.0,0.0,0.0,4.0,0.0,2.0
3,103,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
